;;;
;;;
Columna1;Título en español;Título original;Fecha de estreno
D;Maléfica: Dueña del Mal / Maléfica: Maestra del Mal;Maleficent: Mistress of Evil;
D+;La Dama y el Vagabundo;Lady and the Tramp;
D+;Noelle;Noelle;
W;Frozen II;Frozen II;
D+;Togo;Togo;
;;;
;;;
;;;
;Título en español;Título original;Año de estreno
D+;Las aventuras de Timmy Fracaso / DeSastre y Total: Agencia de detectives nº 1;Timmy Failure: Mistakes Were Made;2020
P;Unidos / Onward;Onward;
D+;Stargirl;Stargirl;
D+;Magic Camp: Campamento Mágico;Magic Camp;
V+;Phineas y Ferb, la película: Candace contra el Universo;Phineas and Ferb the Movie: Candace Against the Universe;
D+;Artemis Fowl: El Mundo Subterráneo;Artemis Fowl;
D+;Hamilton;Hamilton;
D+;El Único y Gran Iván / El Magnífico Iván;The One and Only Ivan;
D+;Mulán;Mulan;
D+;Sociedad Secreta de Hijos Reales / El club secreto de los no herederos al trono;Secret Society of Second-Born Royals;
D+;Belleza Negra;Black Beauty;
D+;Amandrihada;Godmothered;
D+;Safety: La última línea de Defensa;Safety;
P+;Soul;Soul;
D+;Flora y Ulises;Flora and Ulysses;2021
W;Raya y el Último Dragón;Raya and the Last Dragon;
D;Cruella;Cruella;
P+;Luca;Luca;
D;Jungle Cruise;Jungle Cruise;
W;Encanto;Encanto;
D+;El diario de Greg;Diary of a Wimpy Kid;
D+;La era de hielo: Las aventuras de Buck / Ice Age: Las Aventuras de Buck;The Ice Age Adventures of Buck Wild;2022
D+;Sneakerella;Sneakerella;
P+;Red;Turning Red;
D+;Más barato por docena / Doce en casa;Cheaper by the Dozen;
D+;Chip y Dale al rescate / Chip y Chop: los guardianes rescatadores;Chip 'n' Dale: Rescue Rangers;
D+;Stargirl en Hollywood;Hollywood Stargirl;
P;Lightyear;Lightyear;
D+;Pinocho;Pinocchio;
D+;Abracadabra 2 / El Retorno de las Brujas 2;Hocus Pocus 2;
D+;Desencantada;Disenchanted;
W;Un Mundo Extraño / Mundo extraño;Strange World;
D+;Una noche en el museo: el regreso de Kahmunrah / Noche en el museo: El retorno de Kahmunrah;Night at the Museum: Kahmunrah Rises Again;
D+;Peter Pan & Wendy;Peter Pan & Wendy;2023
D;La Sirenita;The Little Mermaid;
P;Elementos / Elemental;Elemental;
D;Mansión Embrujada / Mansión Encantada;Haunted Mansion;
W;Wish: El poder de los deseos;Wish;
P;Intensa-Mente 2 / Del revés 2;Inside Out 2;2024
W;Moana 2 / Vaiana 2;Moana 2;
D;Mufasa: El Rey León;Mufasa: The Lion King;
D;Blanca Nieves / Blancanieves;Snow White;2025
D;Lilo y Stitch;Lilo & Stitch;
P;Elio;Elio;
D;Otro viernes de locos / Ponte en mi lugar de nuevo;Freakier Friday;
